"escola","tipo","uf","medalha_count"
"CIEP BRIZOLAO 435 HELIO PELLEGRINO","E","RJ","1"
"COLEGIO ANCHIETA","P","RS","1"
"E.M. PROF ALVARO A. DA F. LONTRA","M","RJ","1"
"REDE DE ENSINO GENESIS","P","MG","1"
"ANTONIO MARIN","E","SP","1"
"ESC DE ENS FUND SAO FRANCISCO DE ASSIS","P","RS","1"
"ESCOLA DE 1º GRAU SERGIO CARDOSO","M","BA","1"
"SAPIENS CURSO E COLEGIO","P","SP","1"
"ESCOLA DE REFERÊNCIA EM ENSINO MÉDIO CORSINA BRAGA","E","PE","1"
"CENTRO ATIV APRIGIO VELLOSO DA SILVEIRA - SESI PAULISTA","P","PE","1"
"RUI BARBOSA, C E - E FUND MEDIO","E","PR","1"
"COL EVANGELICO PANAMBI","P","RS","1"
"IFSC - CAMPUS SAO CARLOS","F","SC","1"
"SUICO-BRASILEIRO DE CURITIBA COL EDUC INF EF MED","P","PR","1"
"EEB MUN PROFº CURT BRANDES","M","SC","1"
"ANTARES COLEGIO","P","CE","1"
"RICARDO SAMPAIO CARDOSO JUDOCA","E","SP","1"
"COOPERATIVA EDUCACIONAL DE LINHARES","P","ES","1"
"ESCOLA MUNICIPAL JOÃO BEZERRA FILHO","M","PE","1"
"LEADERS SCHOOL","P","SP","1"
"EEEM PROF. ALEJANDRO YAGUE MAYOR","E","RO","1"
"MESTRE COLEGIO","P","SP","1"
"JERONYMO TRAZZI","E","SP","1"
"BOM JESUS COLEGIO","P","SP","1"
"ALVARO GUIAO DR","E","SP","1"
"COLEGIO ATHENEU LTDA ME","P","PB","1"
"EE MONS ROCHA","E","MG","1"
"COLEGIO SANTA MARIA CORACAO EUCARISTICO","P","MG","1"
"EE PROF ORLANDO DE LIMA FARIA","E","MG","1"
"FITO ESCOLA DE EDUCACAO BASICA UNIDADE I","P","SP","1"
"EE JURACY ALVES CARDOSO","E","MS","1"
"MARIA ESTER COLEGIO","P","CE","1"
"ESC FLODOARDO CABRAL","E","AC","1"
"ESCOLA PIO XII","P","BA","1"
"MANOEL A.DA CUNHA, E E - E FUND","E","PR","1"
"SAO JOAO CENTRO DE EDUCACAO","P","SP","1"
"EE MELO VIANA","E","MG","1"
"COL BATISTA PASTOR GENESIO GUIMARAES LIMA","P","MA","1"
"ESC MUN ENS FUN DR ALIPIO ALFREDO SPERB","M","RS","1"
"BOA VISTA LICEU COLEGIO","P","SP","1"
"EE JOAO AUGUSTO DE CARVALHO","E","MG","1"
"COLEGIO MERCEDARIO PIO XII","P","RJ","1"
"EM DIOMEDES DA SILVA PEREIRA","M","MA","1"
"INTERACAO DE MARILIA COLEGIO","P","SP","1"
"EE PE JOSE SANGALI","E","MG","1"
"COLEGIO SANTA CATARINA","P","MG","1"
"COLEGIO MUNICIPAL PROFA LIDIA COELHO PINTO","M","BA","1"
"UNIDADE EXPOENTE AGUA VERDE","P","PR","1"
"MARCELINO CHAMPAGNAT, C E - E FUND MEDIO","E","PR","1"
"BUNA E BACELAR LTDA","P","MA","1"
"EE MANOEL GONCALVES BOAVENTURA","E","MG","1"
"COLEGIO MARISTA SAO JOSE","P","RJ","1"
"LAERTE RAMOS DE CARVALHO PROF DR","E","SP","1"
"COLEGIO VISAO UNID PEDRA BRANCA","P","SC","1"
"EMEF RIBEIRAO CAVALO","M","SC","1"
"COL GALOIS","P","DF","1"
"EE PRES JOAO PINHEIRO","E","MG","1"
"ALEGRIA DE CRESCER ESCOLA DE ENSMEDIO","P","SP","1"
"EMEIF GODOFREDO DE CASTRO FILHO","M","CE","1"
"COLEGIO SANTA BRANCA","P","MG","1"
"COL EST ORCALINO FERNANDES EVANGELISTA","E","GO","1"
"COLEGIO DIOCESANO PADRE ANCHIETA LIMOEIRO","P","CE","1"
"NEWTON ESPIRITO SANTO AYRES PROF","E","SP","1"
"SESI 227 CENTRO EDUCACIONAL","P","SP","1"
"COLÉGIO MODELO LUIS EDUARDO MAGALHAES","E","BA","1"
"GRADUAL COLEGIO","P","SP","1"
"EMEIF MARIETA CALS","M","CE","1"
"BARAO DE MAUA COLEGIO","P","SP","1"
"ESCOLA PROFA BENEDITA DE MORAIS GUERRA","E","PE","1"
"ESC DO FUTURO","P","MG","1"
"EEF PROFª GEORGINA DE CARVALHO R DA LUZ","M","SC","1"
"RENASCER COLEGIO E CURSO LTDA","P","RN","1"
"ESCOLA QUINTINO BOCAIUVA","E","PE","1"
"COL ISRAELITA BRAS A LIESSIN SCHOLEM ALEICHEM","P","RJ","1"
"EMEF CHICO XAVIER","M","PB","1"
"PORTINARI INSTITUTO EDUCACIONAL","P","SP","1"
"IFCE - CAMPUS CEDRO","F","CE","1"
"UNIDADE DE ENSINO OBJETIVO CUBATAO","P","SP","1"
"JAYME CANET C E E FUND MEDIO","E","PR","1"
"PORTO SEGURO VISCONDE COLEGIO UNIDADE II","P","SP","1"
"EEB FAZENDA TRIANGULO","E","SC","1"
"INST PRESBITERIANO GAMMON","P","MG","1"
"SANTA ROSA DO OCOI, E E - E FUND","E","PR","1"
"COL MARISTA NOSSA SENHORA DO ROSARIO","P","RS","1"
"CED DO LAGO","E","DF","1"
"PROJETO VIDA ESCOLA ENSINO FUNDAMENTAL","P","SP","1"
"POLIVALENTE APUCARANA, COL EST- EF/EM","E","PR","1"
"KOELLE COLEGIO","P","SP","1"
"COL EST DR NEGREIROS","E","GO","1"
"COLEGIO DIAMANTE - UNIDADE IV","P","MG","1"
"EEB WILLY HERING","E","SC","1"
"NOVA LOURENCO CASTANHO ESCOLA UNIDADE IV","P","SP","1"
"CEM ELEFANTE BRANCO","E","DF","1"
"SANTO ANTONIO COLEGIO","P","SP","1"
"BARTHOLOMEU DE CARLOS","E","SP","1"
"DIVINA PROVIDENCIA ESCOLA","P","SP","1"
"EEPG OSMAIR PINHEIRO DA SILVA","E","MT","1"
"INSTITUTO EDUCACIONAL PRISMA IEP","P","MG","1"
"INST ESTADUAL MIGUEL CALMON","E","RS","1"
"ISO COLEGIO E CURSOS","P","PB","1"
"ESC EST DE ENS MÉDIO ESTRELA","E","RS","1"
"SAO FRANCISCO XAVIER COLEGIO","P","SP","1"
"ESC EST ENS FUN CARLOS FETTER","E","RS","1"
"EDUCANDARIO SANTA MARIA GORETTI","P","PI","1"
"ANA NORONHA EEM","E","CE","1"
"ESCOLA DE ENSINO MEDIO RIACHUELO","P","RS","1"
"EEB SAUL ULYSSEA","E","SC","1"
"Colégio ADV - Unidade II Jaú","P","SP","1"
"JOSE TAVARES PROF","E","SP","1"
"ESCOLA BRITANICA THE BRITISH SCHOOL RIO DE JANEIRO BARRA","P","RJ","1"
"IVO ZANLORENZI, ESC EST M.-ENS FUND","E","PR","1"
"RANIERI COLEGIO","P","SP","1"
"EE VICENTE LANDI JUNIOR","E","MG","1"
"COLEGIO SAO JOSE","P","SC","1"
"EE STA CHIARA","E","MG","1"
"SER SOROCABA COLEGIO","P","SP","1"
"CEM SETOR LESTE","E","DF","1"
"CAT CEL JOVELINO RABELO","P","MG","1"
"GILBERTO GIRALDI","E","SP","1"
"EMEF DOM JOSE MAURO PEREIRA BASTOS","M","ES","1"
"EEEFM JOSE NOMINANDO","E","PB","1"
"PERDINELLI COLEGIO","P","SP","1"
"EMEF JOSE LEANDRO DE BARROS PIMENTEL","M","SP","1"
"COLEGIO PROFA DELCE HORTA DELGADO","M","RJ","1"
"EE JOAQUIM DE FREITAS","E","MG","1"
"INTEGRA ESCOLA DE FORMACAO ED INFANTIL E ENSINO FUNDAMENTAL","P","SP","1"
"EM VER NICANOR ATAIDE","M","MG","1"
"EMCOR FAZENDA PINOTTI","M","ES","1"
"EE MIGUEL JOSE DA CUNHA","E","MG","1"
"COLEGIO ATLANTICO MACAE LTDA - EPP","P","RJ","1"
"CARAMURU","E","SP","1"
"EEB CORONEL GASPARINO ZORZI","E","SC","1"
"COLEGIO ESTADUAL TOBIAS BARRETO","E","SE","1"
"COLEGIO EDUCACIONAL ABC DE ENSINO FUNDAMENTAL E MEDIO","P","MG","1"
"CEF 12 DE TAGUATINGA","E","DF","1"
"ESC.EST.CORINTHO BORGES FAÇANHA","E","AM","1"
"UNID ESC JOMASIO DOS SANTOS BARROS","E","PI","1"
"CRISTO REI COLEGIO","P","SP","1"
"ESCOLA PROF MANUEL LEITE","E","PE","1"
"EEB VICTOR HERING","E","SC","1"
"EE CEL AMERICO TEIXEIRA GUIMARAES","E","MG","1"
"ESCOLA DA VILA","P","SP","1"
"THOMAZIA MONTORO","E","SP","1"
"CIEP BRIZOLAO 499 PREF NICOLA SALZANO","M","RJ","1"
"CEEFM QUINCIO PINTO MUNIZ","E","MA","1"
"ESCOLA SESI DOM BOSCO","P","MG","1"
"ESC EST ENS MED PROFESSOR JOSE VERIDIANO FERREIRA","E","RS","1"
"EM MARILDA SAMPAIO DE ALMEIDA","M","BA","1"
"EEEM ILHA DE GURIRI","E","ES","1"
"DELTA COLEGIO","P","SP","1"
"COLÉGIO MUNICIPAL AFONSO PENA","M","MG","1"
"EE PREF ZICO PAIVA","E","MG","1"
"ESC EST ENS MED COMENDADOR EDUARDO SECCO","E","RS","1"
"ESCOLA NORMAL E GINASIO MADRE TERESA MICHEL","P","SC","1"
"ESC MUN SAO FRANCISCO","M","SC","1"
"HELENA DE CAMPOS CAMARGO PROFA","E","SP","1"
"COL EST DES VIRGILIO DE MELO FRANCO","E","TO","1"
"COLEGIO MARISTA GOIANIA","P","GO","1"
"EM CARMELA CARUSO ALUOTTO","M","MG","1"
"EEB MANOEL HENRIQUE DE ASSIS","E","SC","1"
"ERC E F M SÃO FRANCISCO XAVIER","E","PA","1"
"COLEGIO ARNALDO - UNIDADE FUNCIONARIOS","P","MG","1"
"ESC MUL DE ENS FUND PROF FRANCISCO DE ASSIS PEREIRA","M","AL","1"
"ESCOLA ESTADUAL ALMEIDA CAVALCANTI","E","AL","1"
"EE 4 DE ABRIL","E","MS","1"
"CENTRO PATOENSE INTEGRADO DE EDUCACAO LTDA","P","PB","1"
"JOSE TROMBI MONSENHOR","E","SP","1"
"IF DO SUL DE MINAS GERAIS - CAMPUS POCOS DE CALDAS","F","MG","1"
"EEPSG PRESIDENTE MEDICI","E","MT","1"
"OBJETIVO CENTRO INTERESCOLAR UNIDADE VERGUEIRO","P","SP","1"
"EMEF CECÍLIA MEIRELES","M","AL","1"
"MA DAS GRACAS NOGUEIRA, GRUPO ESCOLAR","M","CE","1"
"CEEP PROFESSORA LOURDINHA GUERRA","E","RN","1"
"NOSSA SENHORA DAS GRACAS INSTITUTO EDUCACIONAL COLEGIO","P","SP","1"
"ESCOLA ESTADUAL RAIMUNDO GOMES NOGUEIRA","E","AM","1"
"EE PE JOAOZINHO","E","MG","1"
"CE INTEGRADA PROF ELISEU VIANA","E","RN","1"
"CENTRO EDUCACIONAL GENESIS","P","MA","1"
"EMEF PROF ALEXANDRINO DA SILVEIRA BUENO","M","SP","1"
"ANA NERI, C E - E FUND MEDIO","E","PR","1"
"ESC EST LOBO D'ALMADA","E","RR","1"
"FOUR C BILINGUAL ACADEMY","P","SP","1"
"CENTRO EDUCACIONAL CONRADO MENEZES DA SILVA","M","BA","1"
"EM PROFª MARIA DE LOURDES SANTOS","M","SP","1"
"ESC EST PROF ANTONIA SILVA SANTOS","E","AP","1"
"COLEGIO AMADEUS LTDA","P","SE","1"
"MARIA OLIMPIA VIEIRA PROFA EMEF","M","SP","1"
"COL EST DE SAO MIGUEL DO ARAGUAIA","E","GO","1"
"COLEGIO CATAMARA VITA","P","SP","1"
"SAO VICENTE DE PAULO COLEGIO","P","SP","1"
"ESC.EST.FRANCISCA B. CUNHA SILVA","E","AM","1"
"ESCOLA MUNICIPAL SENADOR CARLOS GOMES DE OLIVEIRA","M","SC","1"
"COLEGIO ENERGIA","P","SC","1"
"SANTA MARIA C EI F M","P","PR","1"
"UMEF IRMA FELICIANA GARCIA","M","ES","1"
"EMEF ALIRIO MEIRA WANDERLEY","M","PB","1"
"COLEGIO GANDOLFI","P","SP","1"
"SAO PAULO ESCOLA EDUCACAO INFANTIL EIFM","P","SP","1"
"ANTONIO FRANCISCO D'AVILA EMEF","M","SP","1"
"ESC MUN ENS FUN SANTA CORONA","M","RS","1"
"COLEGIO DO BOSQUE MANANCIAIS","P","PR","1"
"RM SISTEMA EDUCACIONAL LTDA COLEGIO PREVEST UNIDADE SUL","P","GO","1"
"ESC MUN ENS FUN RUFINO LEAL","M","RS","1"
"PAULA GOMES C E E FUND MEDIO","E","PR","1"
"COL INTERNACIONAL EVEREST","P","DF","1"
"EEB DR FERNANDO FERREIRA DE MELLO","E","SC","1"
"ESCOLA MUNICIPAL JOAO GONCALVES","M","SP","1"
"MARIA APARECIDA JUSTO SALVADOR PROFA","E","SP","1"
"ESCOLA INTERAMERICA FUNDAMENTAL","P","GO","1"
"EEEF BATISTA LEITE","E","PB","1"
"ANTONIO FIORAVANTE DE MENEZES","E","SP","1"
"NOSSA SENHORA DA SALETE,ESC EST-ENS FUND","E","PR","1"
"CENTRO PESSOENSE DE EDUCACAO - COLEGIO MOTIVA","P","PB","1"
"GERALDO ENEAS DE CAMPOS PROF","E","SP","1"
"EMEB PROSPERIDADE","M","ES","1"
"COLEGIO MUNICIPAL ERALDO TINOCO","M","BA","1"
"CIDADE DE BRAGANCA PTA COLEGIO","P","SP","1"
"ANDRE FRANCO MONTORO PROF E.M","M","SP","1"
"EE DR JOSE AMERICANO MENDES","E","MG","1"
"E.M. DR. PAULO BIROLLI NETO","M","SP","1"
"ESCOLA CRESCER","P","ES","1"
"NAGIB MIGUEL ELCHMER PROF","E","SP","1"
"EB MUN CORONEL OSNY VASCONCELLOS","M","SC","1"
"EE MARIETA SOARES TEIXEIRA","E","MG","1"
"CENTRO EDUCACIONAL PROFESSORA ODETE MACIEL FIRMO","M","PB","1"
"CRISTOFORO MYSKIV, E E PE - ENS FUND","E","PR","1"
"EMEF PAULO FREIRE","M","RS","1"
"HONORATO FERREIRA DA SILVA","E","SP","1"
"EMEF FELIPE MODOLO","M","ES","1"
"EE MONS TEOFILO SAEZ","E","MG","1"
"EM DR JOÃO NARCISO","M","MG","1"
"ODON CAVALCANTI PROF","E","SP","1"
"EMUL FORTALEZA","M","ES","1"
"SAO JUDAS TADEU","E","SP","1"
"EM DO BAIRRO DOM BOSCO","M","MG","1"
"BAIRRO DO TURVO","E","SP","1"
"JOÃO COSTA","M","CE","1"
"EM MARIA DE REZENDE COSTA","M","MG","1"
"ESC MUN ENS FUND JOAO CLAUDIR CAPROSKI","M","RS","1"
"E.M. TOCANTINS","M","RJ","1"
"CERQUEIRA CESAR DR","E","SP","1"
"EMEF PROF LIA TEREZINHA MERCON ROCHA","M","ES","1"
"EM EDUCACAO BASICA II","M","PB","1"
"LEONOR DA SILVA CARRAMONA PROFA","E","SP","1"
"ESCOLA ESTADUAL EDIVALDO MACHADO BOAVENTURA","E","BA","1"
"ESC MUL BARJAS NEGRI","M","PI","1"
"EMEIEF JAIME MARCELO SCHECHELI","M","MT","1"
"HASDRUBAL BELLEGARD C E E FUND MEDIO","E","PR","1"
"ESC.MUL.ABILIO NERY","M","AM","1"
"ESC.EST.ANDRE VIDAL DE ARAÚJO","E","AM","1"
"EE JOSE DIAS PEDROSA","E","MG","1"
"ESCOLA DE ENSINO FUNDAMENTAL PAULO SARASATE","M","CE","1"
"COL EST CÉU AZUL","E","GO","1"
"HIPOLITO JOSE DA COSTA","M","SP","1"
"GENESIO BOAMORTE DR","E","SP","1"
"EEB PROF OSNI PAULINO DA SILVA","E","SC","1"
"EEB DR THEODURETO DE FARIA SOUTO","E","SC","1"
"EM MACHADO DE ASSIS","M","MG","1"
"PARQUE PIRATININGA II","E","SP","1"
"ESC MUN ENS FUN ARTHUR PEREIRA DE VARGAS","M","RS","1"
"ANA MARIA JUNQUEIRA PROFA","E","SP","1"
"EE CÂNDIDO MARIANO","E","MS","1"
"ALOYSIO BARROS TOSTES, E E DR - E FUND","E","PR","1"
"EE DOM BOSCO","E","MG","1"
"ESC MUN ENS FUN PROFESSOR ARLINDO BACK","M","RS","1"
"JOSE SILVA JUNIOR PROF","E","SP","1"
"EM ISAURA VILELA BRASILEIRO","M","MG","1"
"GIAMPERO MONACCI,E E PROF - E FUND","E","PR","1"
"ARNALDO BUSATO, C E - E FUND MEDIO","E","PR","1"
"TIDE SETUBAL","E","SP","1"
"EE MAJOR LEONEL","E","MG","1"
"MERCEDES CARNEVALLI KLEIN PROFA EMEF","M","SP","1"
"VILA ERCILIA ALGARVE","E","SP","1"
"EE GERSON GOMES DE ALMEIDA","E","MG","1"
"C.E. PRESIDENTE DUTRA","E","RJ","1"
"GABRIEL C.MARTINS- ESCOLA EST ENS.FUNDAMENTAL","E","PR","1"
"ESC MUN DE ENS FUND ANNA TOWE NAGEL","M","SC","1"
"ESC EST PROF GERALDO R DA SILVA","E","GO","1"
"EMEF MARIA APARECIDA DOS S S FILADELFO","M","ES","1"
"COLEGIO TIRADENTES DA PMMG - CTPM - UNIDADE DOUTOR JOSE DE GRISOLIA","E","MG","1"
"ANGELINA MAFFEI VITA, DA.","M","SP","1"
"EM VIRGILIO DE MELO FRANCO","M","MG","1"
"FERNANDO FEBELIANO DA COSTA CEL ETE","E","SP","1"
"JERONIMO F. MARTINS, C E - E FUND MEDIO","E","PR","1"
"EEB OLAVO BILAC","E","SC","1"
"EM UBERABA","M","MG","1"
"ESCOLA MUL JUSCELINO KUBITSCHEK","M","PE","1"
"ESCOLA MUNICIPAL ABDIAS JOAO INACIO","M","PE","1"
"EIZABURO NOMURA PROF EMEF","M","SP","1"
"EEF MUN PAQUETA","M","SC","1"
"EEEF BERNARDINO MONTEIRO","E","ES","1"
"ATILIO DESTRO EMEIF(R)","M","SP","1"
"SILVANA MARIA RIBEIRO DE ALMEIDA EMEF","M","SP","1"
"E E E M LUIZ GUALBERTO PIMENTEL","E","PA","1"
"EEB ADOLFO SILVEIRA","E","SC","1"
"EEB IRMA MARIA FELICITAS","E","SC","1"
"ROBERTA MARIA LOPES CHAVES PROFA","E","SP","1"
"JULIO SZYMANSKI,COL EST PROF - EM E PROF","E","PR","1"
"ARISTIDES PEREIRA FILHO PROF","E","SP","1"
"ESCOLA MUNICIPAL SAGRADA FAMÍLIA","M","PE","1"
"CASSIANO RICARDO","E","SP","1"
"EEB PROFª LOURDES ANGELA SARTURI LAGO","E","SC","1"
"EE PROF SAMUEL JOAO DE DEUS","E","MG","1"
"ESC MUN ENS FUN PROFESSORA NELCI TOBIAS OEDMANN","M","RS","1"
"ESC MUN ENS FUN PRESIDENTE COSTA E SILVA","M","RS","1"
"CENTRO TERRITORIAL DE EDUCAÇÃO PROFISSIONAL DO SISAL","E","BA","1"
"ESC EST DE ENSINO MÉDIO CARLOS CORREA DA SILVEIRA","E","RS","1"
"EM AMELIA D'ANUNCIACAO PYRAMO","M","MG","1"
"CENTRO DE REFERENCIA EDUCACIONAL PROFESSORA MARIA VALDIONICE PEREIRA DA SILVA","M","MA","1"
"CASTELO BRANCO,C E PRES-E MED,NOR E PROF","E","PR","1"
"ESC EST DE ENS MÉDIO MONSENHOR SEGER","E","RS","1"
"VERA LUCIA C.BARRETO PROFA EMEF","M","SP","1"
"EMEB PIERINA SANTIN PERRET","M","SC","1"
"COL MILITAR DOM PEDRO II","E","DF","1"
"NELY CARBONIERI DE ANDRADE PROFA","E","SP","1"
"EE PROF. DIÁCONO HAMILTON BONTORIM DE SOUZA","E","SP","1"
"EM DONA QUITA","M","MG","1"
"ESCOLA ESTADUAL DO CAMPO DE NOVA CONCORDIA - ENSINO FUNDAMENTAL","E","PR","1"
"NOSSA SRA DE FATIMA, ESC EST - ENS FUND","E","PR","1"
"ESC EST ENS MED ASSUNCAO","E","RS","1"
"ESC MUN ENS FUN JOSE PLACIDO DE CASTRO","M","RS","1"
"ESC EST ED BAS ALFREDO FERRARI","E","RS","1"
"FRANKLYN AUGUSTO DE MOURA CAMPOS, PROF.","M","SP","1"
"ESCOLA MUL PROFA DONATILA DA COSTA LIMA","M","PE","1"
"AYRTON SENNA DA SILVA EMEF","M","SP","1"
"ESC MIGUEL MIRANTE","M","BA","1"
"JORGE NACLI, E E - E FUND","E","PR","1"
"EMEF DOM PEREIRA DE BARROS","M","SP","1"
"FAUSTINA PINHEIRO SILVA PROFA","E","SP","1"
"ESCOLA MUNICIPAL H. DOBAL","M","PI","1"
"JARDIM DAS ROSAS","E","SP","1"
"ESC EST PROF VITOR JOSE DE ARAUJO","E","GO","1"
"EEEF MONTE ALEGRE","E","RO","1"
"EE AMILCAR SAVASSI","E","MG","1"
"EM FILOMENA PEIXOTO FARIA","M","MG","1"
"ESC MUN ENS FUND MARTINHO LUTERO","M","RS","1"
"ESC MUN ENS FUND PROF MURIAM PIOVEZAN DE LIMA","M","RS","1"
"ESC MUL ERNESTO FERREIRA","M","RN","1"
"EMEF ANTONIO DE SOUZA NETO","M","RS","1"
"EE JOSE AUGUSTO FERREIRA","E","MG","1"
"EB PROFª ANTONIETA S DE SOUZA","M","SC","1"
"UNID E JOSE BENTO DE CARVALHO FILHO","E","PI","1"
"ESCOLA MUNICIPAL PADRE LUÍS BARBOSA LEITE","M","AL","1"
"UNIDADE ESCOLAR OZIAS CORREIA","E","PI","1"
"EE CUNHA DA MOTA ENS DE 1 GRAU","E","RN","1"
"HERMINIO CANTISANI PROF","E","SP","1"
"E.M. MALBA TAHAN","M","RJ","1"
"IFBA - CAMPUS JEQUIÉ","F","BA","1"
"ESC MUN ENS FUN BELA VISTA","M","RS","1"
"EE MARIA DA CONCEICAO B DE SOUZA","E","MG","1"
"ANGELO CASAGRANDE,C E PADRE-E FUND E MED","E","PR","1"
"ETEC DE CERQUILHO","E","SP","1"
"ESC EST ENS FUN 1 DE MAIO","E","RS","1"
"EMEF PROFESSOR JONAS CORREA DE ARRUDA FILHO","M","SP","1"
"ESC EST EDU BÁSICA NICOLAU DE ARAUJO VERGUEIRO","E","RS","1"
"PEIXOTO GOMIDE","E","SP","1"
"VILA MISSIONARIA II","E","SP","1"
"ESCOLA MUNICIPAL JOSE CICERO DE AMORIM","M","PE","1"
"COLEGIO ULYSSIS CAIRES BRITO","M","BA","1"
"CE JÚLIA WANDERLEY - EFM","E","PR","1"
"ESC MUN DE ED BASICA JOSE T UTZIG","M","SC","1"
"CENTRO EDUCACIONAL PADRE FALIERO","M","AM","1"
"ESC MUL ISAIAS COELHO","M","PI","1"
"EEEM SOBREIRO","E","ES","1"
"EE SAO JOAQUIM","E","MG","1"
"ERNESTA XAVIER RABELO ORSI PROFA","E","SP","1"
"COLÉGIO ESTADUAL LINDAMIR ALBERTI- E.F.M","E","PR","1"
"INSTITUTO FEDERAL DO TRIANGULO MINEIRO - CAMPUS ITUIUTABA","F","MG","1"
"COL EST ADELINO ANTONIO GOMIDE","E","GO","1"
"E.M. NERVAL DE GOUVEIA","M","RJ","1"
"HALIA T. GRUBA, E E PROFA - E FUND","E","PR","1"
"ESCOLA ESTADUAL DE ENSINO MEDIO DE ARARICA","E","RS","1"
"ESC MUN ENS FUN JOAO MUNARI","M","RS","1"
"JOSE QUIRINO CAVALCANTE","E","SP","1"
"EEB SANTO ANTONIO","E","SC","1"
"IF DO SERTAO PERNAMBUCANO - CAMPUS PETROLINA","F","PE","1"
"0123004 ESCOLA MUNICIPAL GEO JUAN ANTONIO SAMARANCH","M","RJ","1"
"JANUARIO CAMPOS, C EDUCAC MUL PE","M","CE","1"
"3º CPM TENENTE MARIO LIMA","E","CE","1"
"RYOITI YASSUDA","E","SP","1"
"EM PROFª. IONE CATARINA GIANOTTI IGYDIO","M","MS","1"
"DISTR.DE BRASILIANA, E.E.ENS.FUNDAMENTAL","E","PR","1"
"LEONOR PEREIRA NUNES GALVAO PROFA EMEF","M","SP","1"
"EE DR TANCREDO DE ALMEIDA NEVES","E","MG","1"
"E M E F INACIO DE SOUZA MOITA","M","PA","1"
"EM PROFª. FLORA GUIMARÃES ROSA PIRES","M","MS","1"
"IFRJ - CAMPUS PARACAMBI","F","RJ","1"
"EE PROF FABREGAS","E","MG","1"
"ESC EST OTACILIO MARQUES ROSAL","E","TO","1"
"ELZA OLIVEIRA DE CARVALHO PROFA E.M","M","SP","1"
"ESC EST DE ENSINO MÉDIO DR RICARDO","E","RS","1"
"ADAHIL BARRETO, EEFM","E","CE","1"
"ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES","M","AL","1"
"SILVIO TAVARES,COL EST PROF ENS FUN MÉD NOR PROF","E","PR","1"
"ETEC DE TABOAO DA SERRA","E","SP","1"
"ESC. TÉCNICA ESTADUAL CRUZEIRO DO SUL","E","RS","1"
"EMEF MARIA MARQUES DE ASSIS","M","PB","1"
"E.M VEREADOR FELIPE AVELINO MORAES","M","SP","1"
"EMEF SANTA BENEDITA","M","PA","1"
"HILZA DIOGO DE OLIVEIRA, EEFM DNA.","E","CE","1"
"ESCOLA MUNICIPAL BENEDITO BARRETO ACCIOLY","M","AL","1"
"JOSE MARIA DOS REIS DR","E","SP","1"
"EEB GALEAZZO PAGANELLI","E","SC","1"
"EEEP JOSE VICTOR FONTENELLE FILHO","E","CE","1"
"E M E F DEUZUITA MELO DE ALBUQUERQUE","M","PA","1"
"C.M. JOAO XXIII","M","RJ","1"
"SERTAOZINHO, ESC EST - ENS FUND","E","PR","1"
"COLEGIO ESTADUAL DEMOCRATICO LIBIA TINOCO MELO","E","BA","1"
"EE GRACINDA DE LOURDES","E","GO","1"
"ANTONIO NOGUEIRA CEL EMEF","M","SP","1"
"EMEIF JOSE DE SALES","M","CE","1"
"EEEF DR EDWARD ABREU DO NASCIMENTO","E","ES","1"
"EE SANTOS DUMONT","E","MS","1"
"E M E I F HELVECIO GUERREIRO","M","PA","1"
"GETULIO VARGAS ETE","E","SP","1"
"C.E. DR. ALBERT SABIN","E","RJ","1"
"EMEF PAULO FREIRE","M","RO","1"
"COL ESTADUAL CONEGO AFONSO SCHERER","E","RS","1"
"EE AMERICO ANTUNES DE OLIVEIRA","E","MG","1"
"ANTONIO SILVANO BALACO, ESC MUL","M","CE","1"
"EEEF PRESIDENTE VARGAS","E","PB","1"
"MARIA L.V.ANDRADE, E E PROFA - E FUND","E","PR","1"
"ROSELIA BRAGA XAVIER PROFA","E","SP","1"
"EEEIF FAUSTO MEIRA","E","PB","1"
"EM PROF ANTONIO FAGUNDES","M","RN","1"
"CARMINE BOTTA EMEB","M","SP","1"
"IFSP - CAMPUS CAMPOS JORDAO","F","SP","1"
"DEALMO S.POERSCH, E E - E FUND","E","PR","1"
"EE PEDRO ALVES DE MEDEIROS ENSINO DE 1ºGRAU","E","RN","1"
"ESCOLA MUNICIPAL EDUARDO","M","PE","1"
"EEB SOROR ANGELICA","E","SC","1"
"CENTRO COMUNITARIO DE APRENDIZAGEM RURAL EMEB","M","CE","1"
"EEEFM PROF PAULO FREIRE","E","RO","1"
"EE WILSON DE MELO","E","MG","1"
"GENTILA GUIZZI PINATTI","E","SP","1"
"EE DR NORBERTO CUSTODIO FERREIRA","E","MG","1"
"CEF 03 DE BRAZLANDIA","E","DF","1"
"AUREA C.RODRIGUES PROFA EMEF","M","SP","1"
"EB ANIBAL CESAR","M","SC","1"
"EM SAO PIO X","M","MA","1"
"COLEGIO ESTADUAL MANUEL BONFIM","E","SE","1"
"ESCOLA MUNICIPAL EDNALDO RIBEIRO SALES","M","BA","1"
"ESC EST ENS MÉDIO JACOB HOFF","E","RS","1"
"COLEGIO TIRADENTES DA PMMG","E","MG","1"
"EMEF BRAS CUBA","M","RO","1"
"EMEF MIGUEL BURNIER","M","RS","1"
"LUIZ BIANCONI","E","SP","1"
"EMEF PROF FRANCISCO SOLAMON","M","SC","1"
"EEEFM MARIA DO CARMO OLIVEIRA RABELO","E","RO","1"
